               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.027662,            0.036603,          0.00093868,             0.56505,             0.58925,              0.5631,             0.38231,            0.028739,             0.05307,            0.005277,            0.006931,            0.006931,            0.006931
                 157,            0.026492,            0.035137,           0.0010042,             0.55228,             0.61689,              0.5756,             0.39259,            0.028115,            0.050976,           0.0083166,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026816,            0.035309,           0.0012185,             0.56692,             0.57457,             0.54139,             0.36895,            0.028874,            0.055857,           0.0090605,           0.0068914,           0.0068914,           0.0068914
                 159,             0.02658,            0.034948,           0.0014735,              0.5962,             0.55658,             0.55291,             0.37049,            0.028776,            0.053834,           0.0065996,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026496,            0.035556,           0.0011332,             0.51433,             0.63573,             0.56286,             0.37572,            0.028815,            0.052976,           0.0080483,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026678,            0.038447,           0.0012477,             0.56153,             0.61017,             0.56442,             0.38892,            0.028108,            0.051665,           0.0072339,            0.006832,            0.006832,            0.006832
                 162,            0.026612,            0.035051,           0.0010937,             0.54597,             0.61018,             0.57567,             0.38755,            0.029161,            0.050682,           0.0080571,           0.0068122,           0.0068122,           0.0068122
                 163,            0.026487,            0.035205,          0.00098432,             0.57482,             0.57055,             0.56976,             0.38587,            0.028096,            0.052174,             0.00791,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026183,            0.036357,           0.0010363,             0.58274,              0.5695,             0.57184,             0.39287,             0.02799,            0.051171,           0.0097199,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027413,            0.038797,          0.00090166,             0.55125,             0.60246,             0.54965,             0.37729,            0.028456,            0.054694,            0.010403,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026322,            0.035204,          0.00092869,              0.5259,               0.572,             0.52672,             0.35731,            0.028546,            0.057883,           0.0094292,            0.006733,            0.006733,            0.006733
                 167,            0.027445,            0.036551,           0.0013257,             0.51499,             0.63321,             0.55643,             0.37426,            0.028401,            0.053772,           0.0071023,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025503,            0.034917,          0.00099583,              0.5343,             0.61783,             0.56676,             0.38682,            0.028422,            0.053833,           0.0050985,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024962,            0.032009,          0.00095518,             0.50994,             0.65341,             0.57241,             0.38397,            0.027842,            0.051572,           0.0085712,           0.0066736,           0.0066736,           0.0066736
                 170,            0.027191,            0.033993,          0.00099461,             0.55141,             0.59984,             0.55202,             0.38224,            0.027639,            0.052564,           0.0086652,           0.0066538,           0.0066538,           0.0066538
                 171,            0.025696,            0.034829,           0.0013663,             0.56044,             0.60609,             0.58523,             0.39624,            0.028723,            0.052571,           0.0045829,            0.006634,            0.006634,            0.006634
                 172,             0.02568,            0.034801,            0.001297,             0.54889,             0.65966,             0.57814,             0.39713,            0.027603,             0.04962,           0.0052227,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025852,            0.034685,           0.0010143,               0.577,             0.60632,             0.57762,               0.394,            0.028089,            0.052002,           0.0087743,           0.0065944,           0.0065944,           0.0065944
                 174,            0.026211,            0.034189,           0.0010182,             0.55721,             0.61365,             0.54553,             0.36794,            0.028589,            0.059169,           0.0084673,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025996,            0.034332,           0.0010919,             0.59374,             0.52701,             0.54088,             0.36971,            0.028399,            0.056682,             0.01006,           0.0065548,           0.0065548,           0.0065548
                 176,            0.025017,            0.032223,           0.0011997,             0.54486,             0.60592,             0.56223,             0.38898,            0.027518,            0.052141,            0.007783,            0.006535,            0.006535,            0.006535
                 177,            0.025149,            0.034548,          0.00092873,             0.55848,              0.5963,             0.56625,             0.38794,             0.02798,            0.053356,           0.0085207,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025362,            0.034903,          0.00082635,             0.57947,             0.60049,             0.56197,              0.3823,            0.028027,            0.054076,           0.0070718,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025842,            0.032863,           0.0010834,             0.60133,             0.61847,             0.59725,              0.4076,            0.027615,            0.050704,           0.0058709,           0.0064756,           0.0064756,           0.0064756
                 180,            0.025853,            0.034837,          0.00094789,             0.55655,             0.61072,             0.55811,             0.38334,            0.028352,            0.055011,           0.0076612,           0.0064558,           0.0064558,           0.0064558
                 181,            0.026148,            0.034203,           0.0011135,             0.55412,             0.60273,             0.55703,             0.37753,            0.028292,            0.053607,           0.0069703,            0.006436,            0.006436,            0.006436
                 182,            0.025369,            0.033644,          0.00085465,              0.5501,             0.60081,             0.54535,             0.37129,            0.028848,            0.055657,           0.0079168,           0.0064162,           0.0064162,           0.0064162
                 183,            0.026624,            0.034716,           0.0014412,             0.54309,             0.61934,             0.56203,             0.38389,            0.027828,              0.0543,           0.0065498,           0.0063964,           0.0063964,           0.0063964
                 184,            0.024544,            0.032589,           0.0010175,             0.55852,             0.58664,             0.54204,             0.37152,            0.027679,            0.057482,           0.0062724,           0.0063766,           0.0063766,           0.0063766
                 185,             0.02501,            0.035605,           0.0010922,             0.61638,             0.56288,             0.56469,             0.38618,            0.027548,            0.052386,           0.0065476,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025707,            0.033501,          0.00088117,             0.55473,             0.57907,             0.54791,             0.37942,            0.028324,            0.055253,           0.0096069,            0.006337,            0.006337,            0.006337
                 187,            0.025116,            0.034875,            0.001199,              0.5428,             0.60393,             0.55685,             0.38414,            0.027948,            0.057957,           0.0065138,           0.0063172,           0.0063172,           0.0063172
                 188,            0.025157,            0.032643,          0.00099909,             0.57759,             0.60541,             0.57593,             0.39375,             0.02823,            0.055216,           0.0071295,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025516,            0.030119,          0.00084339,             0.56159,             0.59109,             0.55122,             0.37903,            0.028157,              0.0561,            0.011571,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024784,            0.033009,          0.00073116,             0.58874,              0.6032,             0.56533,              0.3917,            0.027696,            0.053716,           0.0064672,           0.0062578,           0.0062578,           0.0062578
                 191,            0.025952,            0.032578,          0.00085083,             0.61746,             0.56398,             0.57172,             0.39556,            0.028207,            0.053698,           0.0066474,            0.006238,            0.006238,            0.006238
                 192,            0.024893,            0.031312,          0.00085584,              0.5672,             0.58314,              0.5587,              0.3777,            0.028595,              0.0557,           0.0075857,           0.0062182,           0.0062182,           0.0062182
                 193,            0.024865,            0.032847,          0.00090614,             0.56502,             0.61687,              0.5697,             0.38531,             0.02869,            0.055639,           0.0060604,           0.0061984,           0.0061984,           0.0061984
                 194,            0.025304,            0.033223,          0.00088573,             0.55736,             0.63624,             0.56759,             0.38779,            0.028214,             0.05246,            0.008297,           0.0061786,           0.0061786,           0.0061786
                 195,            0.024495,            0.035052,           0.0012715,             0.55877,             0.62496,             0.55816,             0.38223,            0.028191,            0.054361,           0.0070726,           0.0061588,           0.0061588,           0.0061588
                 196,            0.024839,            0.030727,           0.0010451,             0.55533,             0.59944,             0.53122,             0.35947,            0.028726,            0.059947,           0.0091367,            0.006139,            0.006139,            0.006139
                 197,            0.024873,            0.033599,          0.00093483,             0.56314,             0.58617,              0.5403,             0.37041,            0.028319,            0.057554,           0.0091722,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024417,            0.033049,          0.00084208,             0.50189,             0.64349,             0.54169,             0.37102,             0.02775,            0.056395,           0.0080506,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02428,            0.030213,           0.0014458,             0.58153,             0.56402,             0.54467,             0.37245,            0.028664,            0.058296,           0.0055991,           0.0060796,           0.0060796,           0.0060796
                 200,            0.024455,            0.032392,          0.00083227,             0.56389,             0.61521,             0.55618,             0.38232,            0.027896,            0.054653,           0.0073266,           0.0060598,           0.0060598,           0.0060598
                 201,            0.023951,            0.030769,          0.00079615,             0.53848,             0.63677,             0.55887,              0.3811,            0.028164,            0.054276,           0.0071383,             0.00604,             0.00604,             0.00604
                 202,            0.024077,            0.031133,          0.00071632,             0.55795,             0.61991,             0.56031,             0.38348,            0.028698,            0.057793,           0.0058253,           0.0060202,           0.0060202,           0.0060202
                 203,            0.024343,              0.0325,           0.0007075,             0.58901,             0.53568,             0.54077,             0.37264,            0.028928,            0.060335,           0.0068925,           0.0060004,           0.0060004,           0.0060004
                 204,            0.023674,            0.030974,          0.00091927,             0.53009,             0.65172,             0.55104,             0.38193,            0.027935,            0.056883,           0.0067032,           0.0059806,           0.0059806,           0.0059806
                 205,            0.023599,            0.031115,          0.00086092,              0.5407,             0.62398,             0.55662,             0.38063,            0.028181,            0.058298,           0.0068095,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023849,            0.034414,           0.0011855,             0.58333,             0.60103,             0.56687,             0.39118,              0.0283,            0.057948,           0.0054701,            0.005941,            0.005941,            0.005941
                 207,             0.02357,            0.030345,          0.00073111,             0.56262,             0.58409,             0.55499,             0.37997,            0.028097,            0.056956,           0.0079902,           0.0059212,           0.0059212,           0.0059212
                 208,            0.023773,            0.032616,          0.00092107,             0.57446,             0.60137,              0.5487,             0.37511,            0.028304,            0.055831,            0.010052,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024388,            0.031046,          0.00088844,             0.55511,              0.6018,             0.53619,              0.3709,            0.028246,            0.054667,            0.010039,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024595,            0.031992,          0.00076771,             0.54992,             0.63685,             0.56255,             0.38653,            0.027986,            0.054244,           0.0063184,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024021,            0.032329,          0.00098483,             0.57227,             0.60702,             0.56383,             0.37503,            0.029141,            0.055813,           0.0067989,            0.005842,            0.005842,            0.005842
                 212,            0.023909,            0.031492,           0.0006574,             0.56522,             0.61249,             0.54695,             0.37272,            0.028747,            0.057147,           0.0063329,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022662,             0.02954,          0.00065263,             0.60195,              0.5678,              0.5609,             0.38711,            0.028393,             0.05822,            0.007624,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024523,            0.030244,          0.00071773,             0.61236,             0.53074,             0.53077,              0.3713,            0.029185,            0.063455,           0.0076474,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024252,            0.030126,          0.00080067,             0.59132,             0.59963,             0.55518,             0.37879,            0.027992,            0.057103,           0.0082077,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023462,            0.028845,          0.00081332,             0.56113,             0.63704,             0.57322,              0.3945,            0.027914,            0.054999,           0.0067788,            0.005743,            0.005743,            0.005743
                 217,            0.024079,            0.032651,           0.0012903,             0.56075,             0.64412,             0.56383,              0.3826,             0.02795,            0.055724,           0.0074833,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024482,            0.030973,           0.0010712,             0.57505,             0.59484,             0.56532,             0.38894,            0.027828,            0.057742,           0.0063732,           0.0057034,           0.0057034,           0.0057034
                 219,            0.024446,            0.030139,          0.00081596,             0.60922,             0.56401,             0.55545,             0.37703,             0.02818,            0.057507,           0.0068246,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024001,            0.031997,          0.00073927,             0.59488,             0.59796,             0.56315,             0.38511,              0.0288,            0.057613,           0.0051403,           0.0056638,           0.0056638,           0.0056638
                 221,             0.02304,             0.03389,            0.001177,             0.58363,             0.59662,             0.57267,             0.39398,            0.027675,            0.053047,           0.0081936,            0.005644,            0.005644,            0.005644
                 222,            0.023107,            0.030915,            0.001155,             0.55301,             0.61055,             0.55851,             0.37861,            0.027885,            0.054944,           0.0080121,           0.0056242,           0.0056242,           0.0056242
                 223,            0.023561,            0.030879,          0.00095622,               0.552,             0.62576,             0.56064,             0.38888,            0.027732,            0.056263,           0.0079933,           0.0056044,           0.0056044,           0.0056044
                 224,            0.022851,            0.032435,          0.00080473,             0.56342,             0.61736,             0.56295,             0.39268,            0.028021,             0.05825,           0.0067034,           0.0055846,           0.0055846,           0.0055846
                 225,            0.023535,             0.02784,          0.00075696,             0.60286,              0.5798,             0.57259,             0.40234,            0.028176,            0.059297,           0.0053907,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022878,            0.031401,           0.0010952,             0.60939,             0.59289,             0.55823,             0.38134,            0.028126,            0.058158,           0.0065825,            0.005545,            0.005545,            0.005545
                 227,            0.023786,            0.031993,          0.00082807,             0.55371,              0.5798,             0.54088,             0.37073,            0.028396,            0.060341,           0.0080211,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021807,            0.029657,          0.00070028,             0.56884,             0.58646,             0.53486,             0.37302,             0.02876,            0.062343,           0.0074916,           0.0055054,           0.0055054,           0.0055054
                 229,            0.022822,            0.030513,           0.0015805,             0.58313,             0.60035,             0.55229,             0.38674,            0.027599,            0.058195,           0.0077167,           0.0054856,           0.0054856,           0.0054856
                 230,            0.022478,             0.02984,          0.00077902,             0.55548,             0.60928,             0.53951,             0.37468,            0.027439,            0.056398,           0.0081473,           0.0054658,           0.0054658,           0.0054658
                 231,            0.022844,            0.029419,          0.00068767,             0.60233,             0.56757,             0.53706,             0.37207,            0.027737,            0.056726,           0.0091081,            0.005446,            0.005446,            0.005446
                 232,            0.022692,             0.02835,           0.0007125,             0.55204,             0.60955,             0.54231,             0.37715,            0.028128,            0.057468,           0.0097831,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022311,            0.029545,          0.00066333,             0.57679,             0.57098,              0.5342,             0.37473,            0.028567,            0.062596,           0.0059694,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022102,            0.029334,          0.00058628,              0.5617,             0.60307,             0.53775,             0.37564,            0.028203,             0.06066,           0.0069671,           0.0053866,           0.0053866,           0.0053866
                 235,            0.023639,            0.029807,           0.0008182,             0.56968,              0.6022,             0.54383,             0.37292,            0.028811,            0.058845,           0.0085761,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023194,            0.030069,           0.0010989,             0.56329,             0.59694,             0.54281,             0.37257,            0.028233,             0.05896,           0.0075188,            0.005347,            0.005347,            0.005347
                 237,            0.023044,            0.029117,          0.00081092,             0.57601,             0.61428,             0.54887,             0.38111,            0.028047,             0.05933,           0.0073783,           0.0053272,           0.0053272,           0.0053272
                 238,            0.022243,            0.028653,          0.00088716,             0.56375,             0.62623,             0.55377,             0.38676,            0.027594,            0.059098,           0.0074777,           0.0053074,           0.0053074,           0.0053074
                 239,            0.022209,            0.029268,          0.00071253,             0.56818,             0.58205,             0.54243,             0.37871,            0.028033,            0.060799,           0.0060063,           0.0052876,           0.0052876,           0.0052876
                 240,            0.022114,            0.028732,          0.00063093,             0.54918,             0.60859,             0.54571,             0.37785,            0.028307,            0.061052,           0.0074652,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022732,            0.028912,          0.00066494,             0.55189,             0.58214,              0.5288,             0.36697,             0.02807,            0.060824,           0.0075153,            0.005248,            0.005248,            0.005248
                 242,            0.021802,            0.029849,          0.00057116,             0.56605,             0.58077,              0.5511,             0.38464,             0.02757,            0.059834,           0.0069333,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023005,             0.02779,           0.0008212,              0.5624,             0.61691,             0.56149,             0.38906,            0.027781,            0.058947,           0.0058681,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022108,            0.029798,          0.00066038,             0.55793,             0.60976,             0.54326,             0.37468,            0.028156,            0.060054,           0.0077297,           0.0051886,           0.0051886,           0.0051886
                 245,            0.022268,            0.028423,          0.00057262,             0.60215,             0.58375,             0.55685,             0.38123,            0.027683,            0.057611,           0.0065747,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022995,            0.029745,          0.00087479,             0.59151,             0.59908,             0.55718,             0.38091,            0.028343,            0.059276,           0.0060655,            0.005149,            0.005149,            0.005149
                 247,            0.022555,            0.028627,          0.00072593,             0.56192,             0.60374,             0.54323,             0.37072,            0.028131,            0.061297,           0.0071389,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02276,            0.029948,          0.00086174,             0.57476,             0.56491,             0.52921,             0.36209,            0.028244,            0.060537,           0.0077055,           0.0051094,           0.0051094,           0.0051094
                 249,            0.021775,            0.028622,          0.00091921,             0.61478,             0.56925,             0.55645,             0.38365,            0.027546,            0.055807,            0.007709,           0.0050896,           0.0050896,           0.0050896
                 250,             0.02192,            0.028366,          0.00089601,             0.58557,             0.60031,             0.54214,             0.37946,            0.027422,            0.057825,            0.006388,           0.0050698,           0.0050698,           0.0050698
                 251,             0.02169,            0.028202,          0.00061223,             0.57702,             0.63388,             0.55129,             0.37773,            0.028203,            0.060203,            0.006004,             0.00505,             0.00505,             0.00505
                 252,            0.022175,            0.027147,          0.00066619,              0.5764,             0.59377,             0.55094,             0.37717,            0.028112,            0.060484,           0.0071181,           0.0050302,           0.0050302,           0.0050302
                 253,            0.021822,            0.029186,           0.0007668,             0.56373,             0.59709,             0.54207,              0.3652,            0.028637,              0.0616,           0.0068757,           0.0050104,           0.0050104,           0.0050104
                 254,            0.022462,            0.030785,          0.00078636,             0.54068,              0.5965,             0.53713,             0.36855,            0.028244,            0.061835,           0.0089567,           0.0049906,           0.0049906,           0.0049906
                 255,               0.022,            0.028847,            0.001616,             0.54637,             0.61237,             0.54448,             0.37487,            0.028012,            0.060666,           0.0065837,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021442,            0.027984,          0.00070188,             0.57687,             0.58145,             0.54643,             0.37797,            0.027805,             0.06188,           0.0062586,            0.004951,            0.004951,            0.004951
                 257,            0.022116,            0.028198,          0.00074753,             0.53714,             0.63066,             0.56168,             0.38656,            0.027866,            0.058302,            0.007906,           0.0049312,           0.0049312,           0.0049312
                 258,            0.022287,            0.029092,            0.000763,             0.54452,             0.58543,             0.52396,             0.35837,            0.028463,            0.061731,            0.009044,           0.0049114,           0.0049114,           0.0049114
                 259,            0.021847,            0.028351,           0.0007472,             0.58355,             0.58955,             0.54092,             0.37829,            0.028392,            0.062902,           0.0072003,           0.0048916,           0.0048916,           0.0048916
                 260,            0.021798,            0.026993,          0.00061812,             0.58169,             0.55177,              0.5296,             0.37463,             0.02804,            0.064265,           0.0084002,           0.0048718,           0.0048718,           0.0048718
                 261,            0.021588,            0.031737,          0.00056554,             0.55688,             0.61027,              0.5513,             0.38546,            0.027727,             0.06129,           0.0075638,            0.004852,            0.004852,            0.004852
                 262,            0.021644,            0.027305,          0.00056721,             0.56434,             0.59973,             0.55227,             0.38763,            0.027645,            0.060999,           0.0070639,           0.0048322,           0.0048322,           0.0048322
                 263,            0.021625,             0.02793,          0.00066156,             0.53889,             0.63065,             0.55724,             0.39105,            0.027698,             0.05891,           0.0059475,           0.0048124,           0.0048124,           0.0048124
                 264,            0.021471,            0.027568,          0.00063466,             0.61329,             0.56868,             0.56105,             0.39364,            0.027512,            0.058677,           0.0066881,           0.0047926,           0.0047926,           0.0047926
                 265,            0.022061,             0.02973,          0.00058309,             0.58189,             0.60155,             0.55491,             0.38939,            0.028211,            0.062565,           0.0065201,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022003,            0.027133,          0.00049535,             0.56967,             0.62983,             0.56082,             0.39226,            0.028357,             0.06049,           0.0055626,            0.004753,            0.004753,            0.004753
                 267,             0.02212,             0.02711,          0.00053004,              0.6145,             0.56955,             0.55509,             0.38465,            0.028058,            0.060514,           0.0072737,           0.0047332,           0.0047332,           0.0047332
                 268,            0.021693,            0.027775,          0.00059348,             0.55079,             0.57367,             0.53286,             0.37102,            0.027851,             0.06165,            0.008829,           0.0047134,           0.0047134,           0.0047134
                 269,            0.021175,            0.028197,           0.0011923,             0.55991,             0.60971,             0.56032,             0.38851,            0.028004,            0.059798,           0.0080546,           0.0046936,           0.0046936,           0.0046936
                 270,            0.022412,            0.028305,          0.00074039,             0.54225,             0.62457,             0.53299,              0.3731,            0.028258,            0.061106,           0.0087551,           0.0046738,           0.0046738,           0.0046738
                 271,            0.021143,            0.027991,          0.00065298,             0.58179,             0.60392,             0.54518,             0.37429,            0.028529,            0.063184,           0.0064909,            0.004654,            0.004654,            0.004654
                 272,             0.02079,            0.026904,          0.00060495,             0.54858,             0.59796,             0.52919,             0.36157,            0.029017,            0.066048,           0.0067684,           0.0046342,           0.0046342,           0.0046342
                 273,             0.02195,            0.026648,          0.00057268,             0.59592,             0.61185,             0.56008,             0.39053,            0.028087,            0.060254,           0.0054021,           0.0046144,           0.0046144,           0.0046144
                 274,            0.021453,            0.028629,          0.00059168,               0.544,             0.65154,              0.5682,             0.39391,            0.027626,            0.056967,            0.005939,           0.0045946,           0.0045946,           0.0045946
                 275,            0.020576,            0.027824,          0.00064148,             0.54168,             0.62918,             0.54664,             0.37982,            0.027812,            0.061065,           0.0067552,           0.0045748,           0.0045748,           0.0045748
                 276,             0.02058,            0.027102,          0.00052439,             0.56647,             0.62016,               0.561,             0.38639,            0.028116,              0.0622,           0.0062271,            0.004555,            0.004555,            0.004555
                 277,            0.020887,             0.02647,          0.00058262,              0.5864,             0.62272,             0.57019,             0.39213,            0.028367,            0.061383,           0.0052268,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020619,            0.025737,          0.00047853,             0.57805,             0.62105,             0.55521,             0.38199,             0.02878,             0.06338,           0.0070323,           0.0045154,           0.0045154,           0.0045154
                 279,            0.020972,            0.028102,            0.000477,             0.58988,              0.6019,              0.5579,             0.38498,            0.028341,            0.061882,           0.0075876,           0.0044956,           0.0044956,           0.0044956
